possession_side,time_band,time_start,time_end,score_diff_label,score_diff_min,score_diff_max,call,detail,notes,raw_text
opponent_possession,0:30-0:28.1,0:30,0:28.1,-2,-2,-2,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:30-0:28.1,0:30,0:28.1,-1,-1,-1,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:30-0:28.1,0:30,0:28.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:30-0:28.1,0:30,0:28.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:30-0:28.1,0:30,0:28.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:30-0:28.1,0:30,0:28.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:30-0:28.1,0:30,0:28.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:28-0:26.1,0:28,0:26.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:28-0:26.1,0:28,0:26.1,-4,-4,-4,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:28-0:26.1,0:28,0:26.1,-3,-3,-3,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:28-0:26.1,0:28,0:26.1,-2,-2,-2,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:28-0:26.1,0:28,0:26.1,-1,-1,-1,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:28-0:26.1,0:28,0:26.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:28-0:26.1,0:28,0:26.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:28-0:26.1,0:28,0:26.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:28-0:26.1,0:28,0:26.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:28-0:26.1,0:28,0:26.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:26-0:24.1,0:26,0:24.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:26-0:24.1,0:26,0:24.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:26-0:24.1,0:26,0:24.1,-3,-3,-3,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:26-0:24.1,0:26,0:24.1,-2,-2,-2,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:26-0:24.1,0:26,0:24.1,-1,-1,-1,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:26-0:24.1,0:26,0:24.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:26-0:24.1,0:26,0:24.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:26-0:24.1,0:26,0:24.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:26-0:24.1,0:26,0:24.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:26-0:24.1,0:26,0:24.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:24-0:20.1,0:24,0:20.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:24-0:20.1,0:24,0:20.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:24-0:20.1,0:24,0:20.1,-3,-3,-3,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:24-0:20.1,0:24,0:20.1,-2,-2,-2,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:24-0:20.1,0:24,0:20.1,-1,-1,-1,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:24-0:20.1,0:24,0:20.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:24-0:20.1,0:24,0:20.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:24-0:20.1,0:24,0:20.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:24-0:20.1,0:24,0:20.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:24-0:20.1,0:24,0:20.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:20-0:15.1,0:20,0:15.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:20-0:15.1,0:20,0:15.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:20-0:15.1,0:20,0:15.1,-3,-3,-3,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:20-0:15.1,0:20,0:15.1,-2,-2,-2,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:20-0:15.1,0:20,0:15.1,-1,-1,-1,"1 TRAP, THEN FOUL",,,"1 TRAP, THEN FOUL"
opponent_possession,0:20-0:15.1,0:20,0:15.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:20-0:15.1,0:20,0:15.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:20-0:15.1,0:20,0:15.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:20-0:15.1,0:20,0:15.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:20-0:15.1,0:20,0:15.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:15-0:10.1,0:15,0:10.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:15-0:10.1,0:15,0:10.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:15-0:10.1,0:15,0:10.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:15-0:10.1,0:15,0:10.1,3,3,3,FOUL,,,FOUL
opponent_possession,0:15-0:10.1,0:15,0:10.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:10-0:08.1,0:10,0:08.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:10-0:08.1,0:10,0:08.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:10-0:08.1,0:10,0:08.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:10-0:08.1,0:10,0:08.1,3,3,3,FOUL,,,FOUL
opponent_possession,0:10-0:08.1,0:10,0:08.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:08-0:07.1,0:08,0:07.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:08-0:07.1,0:08,0:07.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:08-0:07.1,0:08,0:07.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:08-0:07.1,0:08,0:07.1,3,3,3,FOUL,,,FOUL
opponent_possession,0:08-0:07.1,0:08,0:07.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:07-0:06.1,0:07,0:06.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:07-0:06.1,0:07,0:06.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:07-0:06.1,0:07,0:06.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:07-0:06.1,0:07,0:06.1,3,3,3,FOUL,,,FOUL
opponent_possession,0:07-0:06.1,0:07,0:06.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:06-0:05.1,0:06,0:05.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:06-0:05.1,0:06,0:05.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:06-0:05.1,0:06,0:05.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:06-0:05.1,0:06,0:05.1,3,3,3,FOUL,,,FOUL
opponent_possession,0:06-0:05.1,0:06,0:05.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:05-0:04.1,0:05,0:04.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:05-0:04.1,0:05,0:04.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:05-0:04.1,0:05,0:04.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:05-0:04.1,0:05,0:04.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:05-0:04.1,0:05,0:04.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:05-0:04.1,0:05,0:04.1,0,0,0,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:05-0:04.1,0:05,0:04.1,1,1,1,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:05-0:04.1,0:05,0:04.1,2,2,2,DEFEND NORMALLY,,,DEFEND NORMALLY
opponent_possession,0:05-0:04.1,0:05,0:04.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:05-0:04.1,0:05,0:04.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:04-0:03.1,0:04,0:03.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:04-0:03.1,0:04,0:03.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:04-0:03.1,0:04,0:03.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:04-0:03.1,0:04,0:03.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:04-0:03.1,0:04,0:03.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:04-0:03.1,0:04,0:03.1,0,0,0,NO CATCH & SHOOT,,,NO CATCH & SHOOT
opponent_possession,0:04-0:03.1,0:04,0:03.1,1,1,1,NO CATCH & SHOOT,,,NO CATCH & SHOOT
opponent_possession,0:04-0:03.1,0:04,0:03.1,2,2,2,NO CATCH & SHOOT,,,NO CATCH & SHOOT
opponent_possession,0:04-0:03.1,0:04,0:03.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:04-0:03.1,0:04,0:03.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:03-0:02.1,0:03,0:02.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:03-0:02.1,0:03,0:02.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:03-0:02.1,0:03,0:02.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:03-0:02.1,0:03,0:02.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:03-0:02.1,0:03,0:02.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:03-0:02.1,0:03,0:02.1,0,0,0,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:03-0:02.1,0:03,0:02.1,1,1,1,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:03-0:02.1,0:03,0:02.1,2,2,2,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:03-0:02.1,0:03,0:02.1,3,3,3,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:03-0:02.1,0:03,0:02.1,4+,4,,NO 3 / DEFENSE,,,NO 3 / DEFENSE
opponent_possession,0:02-0:01.1,0:02,0:01.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:02-0:01.1,0:02,0:01.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:02-0:01.1,0:02,0:01.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:02-0:01.1,0:02,0:01.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:02-0:01.1,0:02,0:01.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:02-0:01.1,0:02,0:01.1,0,0,0,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:02-0:01.1,0:02,0:01.1,1,1,1,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:02-0:01.1,0:02,0:01.1,2,2,2,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:02-0:01.1,0:02,0:01.1,3,3,3,NO FOULS,,,NO FOULS
opponent_possession,0:02-0:01.1,0:02,0:01.1,4+,4,,NO FOULS,,,NO FOULS
opponent_possession,0:01-0:00.5,0:01,0:00.5,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:01-0:00.5,0:01,0:00.5,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:01-0:00.5,0:01,0:00.5,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:01-0:00.5,0:01,0:00.5,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:01-0:00.5,0:01,0:00.5,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:01-0:00.5,0:01,0:00.5,0,0,0,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:01-0:00.5,0:01,0:00.5,1,1,1,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:01-0:00.5,0:01,0:00.5,2,2,2,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:01-0:00.5,0:01,0:00.5,3,3,3,NO FOULS,,,NO FOULS
opponent_possession,0:01-0:00.5,0:01,0:00.5,4+,4,,NO FOULS,,,NO FOULS
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,-5,-5,-5,FOUL,,,FOUL
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,-4,-4,-4,FOUL,,,FOUL
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,-3,-3,-3,FOUL,,,FOUL
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,-2,-2,-2,FOUL,,,FOUL
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,-1,-1,-1,FOUL,,,FOUL
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,0,0,0,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,1,1,1,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,2,2,2,NO FOULS,/ ZONE THE RIM,,NO FOULS. / ZONE THE RIM
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,3,3,3,NO FOULS,,,NO FOULS
opponent_possession,0:00.4-0:00.1,0:00.4,0:00.1,4+,4,,NO FOULS,,,NO FOULS
